,English Reviews ,Modern standard Arabic (MSA),Bahraini Dialects (BDs)
0,Branded DVD: The problem with this CD is that you cannot skip from episode to episode which makes it nearly useless.,Ïí İí Ïí DVD  Ğæ ÚáÇãÉ ÊÌÇÑíÉ: ÇáãÔßáÉ İí åĞÇ ÇáŞÑÕ ÇáãÖÛæØ åí Ãäå áÇ íãßäß ÇáÊÎØí ãä ÍáŞÉ Åáì ÃÎÑì ããÇ íÌÚáå ÚÏíãÉ ÇáİÇÆÏÉ ÊŞÑíÈğÇ.,Ïí İí Ïí Ğæ ÚáÇãÉ ÊÌÇÑíÉ : ÇáãÔßáÉ İí åÇáÓíÏí Çä ÇäÊ ãÇÊŞÏÑ ÊÎØÑ ÍáŞÉ æ ÊÑæÍ áÍáŞÉ ËÇäíÉ æåĞÇ ÇáÔí íÎáíå ãÇİíå İÇíÏå
0,"A piece of trash ... it was used once and broke, I got it by exchanging the miles I use for the airline. I used it once and it worked fine, but after a week it didn't work. Simply press the button to make drip coffee but the water will not boil. After seeing the comments, I think it's not a surprise. Shouldn't there be a recovery for this unwanted piece?","ŞØÚÉ ãä ÇáŞãÇãÉ ... Êã ÇÓÊÎÏÇãåÇ ãÑÉ æÇÍÏÉ æÇäßÓÑÊ ¡  ÍÕáÊ ÚáíåÇ Úä ØÑíŞ ÇÓÊÈÏÇá ÇáÃãíÇá ÇáÊí ÃÓÊÎÏãåÇ İí ÔÑßÉ ÇáØíÑÇä. ÇÓÊÎÏãÊåÇ ãÑÉ æÚãáÊ ÈÔßá ÌíÏ ¡ æáßä ÈÚÏ ÃÓÈæÚ  áã ÊäÌÍ. ÈÈÓÇØÉ ÇÖÛØ Úáì ÇáÒÑ áÚãá ÇáŞåæÉ ÈÇáÊäŞíØ æáßä ÇáãÇÁ áä íÛáí. ÈÚÏ ÇáÇØáÇÚ Úáì ÇáÊÚáíŞÇÊ ¡  ÃÚÊŞÏ ÃäåÇ áíÓÊ ãİÇÌÃÉ . ÃáÇ íäÈÛí Ãä íßæä åäÇß ÇÓÊÑÏÇÏ  áåĞå ÇáŞØÚÉ ÛíÑ ÇáãÑÛæÈ İíåÇ¿","ŞØÚÉ ÎãÇã .. ÇÓÊÎÏãÊåÇ ãÑÉ æÍÏÉ æÇäßÓÑÊ ¡ ÍÕáÊ ÚáíåÇ ãŞÇÈá ÇáÃãíÇá Çááí ÇÓÊÎÏãåÇ İí ÔÑßÉ ÇáØíÑÇä . ÇÓÊÎÏãÊåÇ ãÑÉ æÇÔÊÛáÊ ÚÏá ÊãÇã áßä ÈÚÏ ÇÓÈæÚ ãÇ İáÍÊ ¡ Èßá ÓåæáÉ ÇÖÛØ Úáì ÇáÒÑ ÚÔÇä ÊÓæí ŞåæÉ Úä ØÑíŞÉ ÇáÊäŞíØ áßä ÇáãÇí ãÇ ÑÇÍ íÛáí . ÈÚÏ ãÇ ØÇáÚÊ ÇáÊÚáíŞÇÊ ¡ íÊÕæÑ áíí ãÇßÇä ãİÇÌÃÉ . ãæ ÇáãİÑæÖ íÊã ÇÓÊÑÌÇÚ åÇáŞØÚÉ Çááí ãÇ äÈíåÇ ¿"
0,"I have to agree with the other reviewers for this product. This coffee maker is not good. Don't even think about getting it. The coffee maker side stopped working just three weeks after I bought it. We have other issues with this unit that other reviewers have pointed out. The foam is useless. It's not frothy well, and the way it's made, you can't get a tall or even medium-sized jug of milk to effectively froth. I took it back and got my money back. I'd rate it with zero stars if I could.","íÌÈ Ãä ÃÊİŞ ãÚ ÇáãÑÇÌÚíä ÇáÂÎÑíä áåĞÇ ÇáãäÊÌ. åĞÇ  ÕÇäÚ  ŞåæÉ áíÓ ÌíÏÇ. áÇ ÊİßÑ ÍÊì İí ÇáÍÕæá Úáíå. ÊæŞİ ÌÇäÈ ÕÇäÚ ÇáŞåæÉ Úä ÇáÚãá ÈÚÏ ËáÇËÉ ÃÓÇÈíÚ İŞØ ãä ÔÑÇÆå. áÏíäÇ ãÔÇßá ÃÎÑì ãÚ åĞå ÇáæÍÏÉ æÇáÊí ÃÔÇÑ ÅáíåÇ ÇáãÑÇÌÚæä ÇáÂÎÑæä. ÇáÑÛæÉ ÚÏíãÉ ÇáİÇÆÏÉ. Åäå ÛíÑ ãÒÈÏ ÌíÏğÇ ¡ æØÑíŞÉ ÊÕäíÚå ¡ áÇ íãßäß ÇáÍÕæá Úáì ÅÈÑíŞ Øæíá Ãæ ÍÊì ãÊæÓØ ??ÇáÍÌã ãä ÇáÍáíÈ áíÕäÚ ÑÛæÉ ÈÔßá İÚÇá. ÃÚÏÊå æÇÓÊÑÏÊ ÃãæÇáí. ÓÃŞíãå ÈÕİÑ äÌæã ÅĞÇ ÇÓÊØÚÊ.","áÇÒã ÇÊİŞ ãÚ ÇÑÇÁ ÇáäÇÓ ÇáËÇäíä Íæá åÇáãäÊÌ. åĞí ãßíäÉ ŞåæÉ ãæ ÒíäÉ ¡ æáÇ ÊİßÑ ÍÊì ÊÔÊÑíåÇ . ÇáÌÇäÈ Çááí íÓæí ÇáŞåæÉ İíåÇ ÈÚÏ ËáÇËÉ ÇÓÇÈíÚ ãä ÇÔÊÑíÊåÇ . İí ÚäÏäÇ ãÔÇßá ËÇäíÉ ãÚ åÇáãßíäÉ æÇááí ĞßÑæåÇ æÊÍÌæÇ ÚäåÇ ÇáäÇÓ ÇáËÇäííä . ÇáÑÛæÉ Çæ ÇáÒÈÏ ßáÔ ãÇİíåÇ İÇíÏÉ ÇÈÏÇ . ãÇ ÊÒÈÏ ÚÏá ¡æØÑíŞÉ ÊÕäíÚå ãÇ ÊŞÏÑ ÊÍÕ Úáì ÇÈÑíŞ Çæ Ìíß Øæíá Çæ ÍÊì ãÊæÓØ ÇáÍÌã ãä ÇáÍáíÈ ÚÔÇä íÓæí ÇáÑÛæÉ ÈÔßá Òíä . ÑÌÚÊå æÇÓÊÑÌÚÊ İáæÓí . áæ ÇŞÏÑ ÇÍØ áå ÕİÑ İí ÇáÊŞííã ÌÇä ÍØíÊ ."
0,"Cheap: The machine stopped working completely after two months of light use. Bad electronics, lousy quality check.","ÑÎíÕÉ ÇáËãä: ÊæŞİÊ ÇáÂáÉ Úä ÇáÚãá ÈÔßá ßÇãá ÈÚÏ ÔåÑíä ãä ÇáÇÓÊÎÏÇã ÇáÎİíİ. ÅáßÊÑæäíÇÊ ÓíÆÉ ¡ İÍÕ ÌæÏÉ ÑÏíÁ .","ÓÚÑåÇ ÑÎíÕ : ÊæŞİÊ ÇáãßíäÉ Úä ÇáÔÛá ÊãÇãÇ ÈÚÏ ÔåÑíä ãä ÇáÇÓÊÎÏÇã ÇáÎİíİ ¡ ÇáÕÑÇÍÉ ÇáßÊÑæäíÇÊ ÔíäÉ ãÇİíåÇ İÇíÏÉ ¡ İÍÕ ÇáäæÚíÉ ãÇáåÇ ßáÔ ÑÏíÁ"
0,"I've got this for 2 months, I really liked it at first, and the battery was already depleted. Most of the time, I hardly hear the person on the other end of the line. What a disappointment.","áŞÏ ÍÕáÊ Úáì åĞÇ áãÏÉ ÔåÑíä ¡ áŞÏ ÃÍÈÈÊå ÍŞÇ İí ÇáÈÏÇíÉ ¡ æŞÏ äİÏÊ ÇáÈØÇÑíÉ ÈÇáİÚá. İí ãÚÙã ÇáÃæŞÇÊ ¡ ÈÇáßÇÏ ÃÓãÚ ÇáÔÎÕ Úáì ÇáØÑİ ÇáÂÎÑ ãä ÇáÎØ. íÇáåÇ ãä ÎíÈÉ Ããá.","ÍÕáÊ Úáì åÇáÔí ãä ÔåÑíä ¡ ÇáÕÑÇÍÉ ÍÈíÊå İí ÇáÈÏÇíÉ ¡ æİÚáÇ ÎáÕÊ ÇáÈØÇÑíÉ. İí ãÚÙã ÇáÃæŞÇÊ ¡ íÇááå íÇááå æíÇÏæÈ ÇÓãÚ ÇáÔÎÕ ÇáËÇäí Çááí ãæÌæÏ Úáì ÇáÎØ ¡ Ôí íÍÒä İÚáÇ"
0,"I had experience writing resumes for corporate jobs and just hope this book gives me some ideas for an excellent resume. In fact, the book contained many poor examples of biographies that were not clear and poorly presented. It was a résumé I would never consider sending to someone who already has the ability to hire me for fear that the résumé would immediately end up in the trash. Do not use these examples and do not waste your money.","ßÇäÊ áÏí ÎÈÑÉ İí ßÊÇÈÉ ÇáÓíÑ ÇáĞÇÊíÉ áæÙÇÆİ ÇáÔÑßÇÊ æÂãá İŞØ Ãä íÚØíäí åĞÇ ÇáßÊÇÈ ÈÚÖ ÇáÃİßÇÑ áÓíÑÉ ĞÇÊíÉ ããÊÇÒÉ . İí ÇáæÇŞÚ ¡ ÇÍÊæì ÇáßÊÇÈ Úáì ÇáÚÏíÏ ãä ÇáÃãËáÉ ÇáÖÚíİÉ ááÓíÑ ÇáĞÇÊíÉ ÇáÊí áã Êßä æÇÖÍÉ æÓæÁ ÇáÚÑÖ. ßÇäÊ ÓíÑÉ ĞÇÊíÉ áä ÃİßÑ İí ÅÑÓÇáåÇ Åáì ÔÎÕ áÏíå ÈÇáİÚá ÇáŞÏÑÉ Úáì ÊæÙíİí ÎæİÇ ãä Ãä ÊäÊåí ÇáÓíÑÉ ÇáĞÇÊíÉ Úáì ÇáİæÑ İí ÓáÉ ÇáãåãáÇÊ. áÇ ÊÓÊÎÏã åĞå ÇáÃãËáÉ æáÇ ÊÖíÚ ÃãæÇáß.","ßÇäÊ ÚäÏí ÎÈÑÉ İí ßÊÇÈÉ ÇáÓíÑÇÊ ÇáĞÇÊíÉ áæÙÇíİ ÇáÔÑßÇÊ ¡ æÇÊãäì åÇáßÊÇÈ ÈÓ íÚØíäí ÇİßÇÑ áßÊÇÈÉ ÓíÑÉ ĞÇÊíÉ ããÊÇÒÉ . ÇáÕÑÇÍÉ ÇáÚÏíÏ ãä ÇáÃãËáÉ ááÓíÑÇÊ ÇáĞÇÊíÉ Çááí ÇÍÊæÇåÇ ÇáßÊÇÈ ßÇäÊ ÕÚíİÉ æãæ æÇÖÍÉ æãÚÑæÖÉ ÈÔßá ßáÔ ãæ Òíä . ÓíÑÉ ĞÇÊíÉ ãÇÑÇÍ ÇİßÑ ÇÑÓáåÇ Çáì ÔÎÕ íŞÏÑ íæÙİäí ÇÎÇİ åÇáÓííÑÉ ÇáĞÇÊíÉ ÇÎÑÊåÇ ÊÕíÑ İí ÓáÉ ÇáÎãÇã Çæ ÇáÒÈÇáÉ . áÇ ÊÓÊÎÏã åÇáÇãËáÉ æáÇ ÊÖíÚ İáæÓß"
0,I am not very happy with this book: I am afraid that I did not find this book very useful. I forced myself to read a few chapters and couldn't communicate with the author. I regret to say that I will never recommend this book to anyone.,áÓÊ ÓÚíÏÇ ÌÏÇ ÈåĞÇ ÇáßÊÇÈ: ÃÎÔì Ãääí áã ÃÌÏ åĞÇ ÇáßÊÇÈ ãİíÏÇ ÌÏÇ. ÃÌÈÑÊ äİÓí Úáì ŞÑÇÁÉ ÈÖÚÉ İÕæá æáã ÃÊãßä ãä ÇáÊæÇÕá ãÚ ÇáßÇÊÈ. íÄÓİäí Ãä ÃŞæá Åääí áä ÃæÕí ÃÈÏÇ ÈåĞÇ ÇáßÊÇÈ áÃí ÔÎÕ.,ãÇÍÓ ÑæÍí ãÓÊÇäÓ ÈåÇáßÊÇÈ : ÇÎÇİ Çäí ÇÔæİ åÇáßÊÇÈ ãÇ ãäå İÇíÏÉ æÇÌÏ . ÌÈÑÊ äİÓí Úáì ŞÑÇÁÉ ßã İÕá ÈÓ ãÇŞÏÑÊ ÇÊæÇÕá Çæ ÇÊİÇÚá ãÚ ÇáßÇÊÈ . íÍÒ İí äİÓí Çä ÇŞæá Çäí ãÇÑÇÍ ÇæÕí ÈåÇáßÊÇ áÃí ÇÍÏ
0,"Usually I don't bother reading comments about something I didn't like, but this recording was so disappointing that I have to speak up. I had read the editorial comments and impressed me, but clearly I hadn't read enough. I listened to the first third of this recording and was so bored with the music and so disappointed with the story that I would get rid of it as quickly as I could.","ÚÇÏÉ áÇ ÃÒÚÌ äİÓí ÈŞÑÇÁÉ ÊÚáíŞÇÊ Úä ÔíÁ áã íÚÌÈäí ¡ áßä åĞÇ ÇáÊÓÌíá ßÇä ãÎíÈÇ ááÂãÇá áÏÑÌÉ Ãääí íÌÈ Ãä ÃÊÍÏË. ßäÊ ŞÏ ŞÑÃÊ ÇáÊÚáíŞÇÊ  ÇáÊÍÑíÑíÉ æÃËÇÑÊ ÅÚÌÇÈí ¡ áßä  ãä ÇáæÇÖÍ Ãääí áã ÃŞÑÃ ãÇ íßİí  . áŞÏ ÇÓÊãÚÊ Åáì ÇáËáË ÇáÃæá ãä åĞÇ ÇáÊÓÌíá æÔÚÑÊ ÈÇáãáá ÇáÔÏíÏ ãä ÇáãæÓíŞì æÎíÈÊ Ããáí ãä ÇáŞÕÉ áÏÑÌÉ Ãääí ÓÃÊÎáÕ ãäåÇ ÈÃÓÑÚ ãÇ íãßääí.","İí ÇáÚÇÏÉ ãÇ ÒÚÌ äİÓí æáÇ ÇÚæÑ ÑÇÓí İí ŞÑÇÁÉ ÊÚáíŞÇÊ Úä Ôí ãÇíÚÌÈäí ¡ áßä åÇáÊÓÌíá ßÇä ÍÏå ãÎíÈ ááÂãÇá áÏÑÌÉ Çäí áÇÒã ÇÊßáã . ŞÑÃÊ ÇáÊÚáíŞÇÊ ÇáãßÊæÈÉ æÇÚÌÈÊäí æÇÌÏ ¡ áßä íÈíä Çäí ãÇŞÑÃÊåÇ ÈÔßá ÚÏá . ÓãÚÊ ÇáËáË ÇáÇæá ãä åÇ ÇáÊÓÌíá æ ÍÓíÊ Èãáá ÔÏíÏ ãä ÇáãæÓíŞì æÎíÈÊ Ùäí İí åÇáŞÕÉ áÏÑÌÉ Çäí ÑÇÍ ÇÊÎáÕ ãäåÇ ÈÃÓÑÚ ãÇíãßä"
0,"Noisy to the ears: I thought it must be something humans cannot hear but is noisy, it is more of a human repellent than an insect repellant","ãÒÚÌ ááÃĞäíä: ÇÚÊŞÏÊ Ãäå íÌÈ Ãä íßæä ÔíÆğÇ áÇ íÓãÚå ÇáÈÔÑ æáßäå ÕÇÎÈ ¡ İåæ ØÇÑÏ ÇáÅäÓÇä ÃßËÑ ãä ßæäå  ØÇÑÏ ÇáÍÔÑÇÊ","íÚæÑ ÇáÃĞÇíä :ßäÊ ÇÙä Çäå Ôí ãÇ áÇÒã íÓãÚå ÇáÈÔÑ æáßäå ãÒÚÌ ¡ åĞÇ íØÑÏ ÇáäÇÓ ÇßËÑ ãä íØÑÏ ÇáÍÔÑÇÊ"
0,"I am a beginner flash user. The book contains many errors. I had to repeat some exercises a few times and not make them all work, even using the code on the CD. They got you to write a symbol without telling you how to create it. Anyway, this is the last thing I buy from these authors !!!","ÃäÇ ãÓÊÎÏã ãÈÊÏÆ áÈÑäÇãÌ İáÇÔ   . ãä ÇáÕÚÈ ÊÍÏíÏ ÇáÃÎØÇÁ ÇáÚÏíÏÉ ÇáÊí íÍÊæíåÇ  ÇáßÊÇÈ. ÇÖØÑÑÊ Åáì ÅÚÇÏÉ ÈÚÖ ÇáÊãÇÑíä ÚÏÉ ãÑÇÊ æáã ÃÌÚáåã ÌãíÚÇ íÚãáæä ¡ ÍÊì ÈÇÓÊÎÏÇã ÇáßæÏ ÇáãæÌæÏ İí ÇáŞÑÕ ÇáãÖÛæØ. áŞÏ ÌÚáæß ÊßÊÈ ÑãÒÇ ÈÏæä ÅÎÈÇÑß Úä ßíİíÉ ÇÈÊßÇÑå. Úáì Ãí ÍÇá ¡ åĞÇ ÂÎÑ ãÇ ÃÔÊÑíå ãä åÄáÇÁ ÇáãÄáİíä !!!",ÇäÇ Êæí ãÈÊÏí İí ÇÓÊÎÏÇã ÈÑäÇãÌ İáÇÔ æãä ÇáÕÚÈ ÊÍÏíÏ ÇáÇÎØÇÁ ÇáãÊÚÏÏå Çááí ãæÌæÏÉ İØ ÇáßÊÇÈ .ÇÖØÑíÊ Çäí ÇÚíÏ ÇáÊãÇÑíä ßĞÇ ãÑÉ æãÇŞÏÑÊ ÇÎáíåã íÔÊÛáæä ÍÊì ÈÇÓÊÎÏÇã ÇáßæÏ ÇáãæÌæÏ İí ÇÇáÓíÏí . Îáæß ÊßÊÈ ÑãæÒ ÈÏæä ãÇíÎÈÑæäß ÇÔáæä ÇÈÊßÑæå Úáì ßá åĞÇ ÑÇÍ íßæä ÇÎÑ Ôí ÇÔÊÑíå ãä åÇáãÄáİíä
0,"This is not very good. I thought the acting was so bad, the special effects were so bad, the suspense was so bad. The movie is barely an hour long. I guess I would have been in a hurry to finish it.","åĞÇ áíÓ ÌíÏğÇ ÌÏğÇ. ÇÚÊŞÏÊ Ãä ÇáÊãËíá ßÇä ÓíÆğÇ ááÛÇíÉ ¡ æÇáãÄËÑÇÊ ÇáÎÇÕÉ ßÇäÊ ÓíÆÉ ááÛÇíÉ ¡ æßÇä ÇáÊÔæíŞ ÓíÆğÇ ááÛÇíÉ. Çáİíáã ÈÇáßÇÏ ãÏÊå ÓÇÚÉ. ÃÚÊŞÏ Ãääí ßäÊ ÓÃßæä İí ÚÌáÉ ãä ÃãÑäÇ áÅäåÇÆå.",åĞÇ ãæ ßáÔ Òíä : ßäÊ ÇÊÕæÑ Çä ÇáÊãËíá ÓíÁ ááÛÇíÉ æÇáãÄËÑÇÊ ÇáÎÇÕÉ ÓíÆÉ ÈÚÏ æÇáÊÑÛíÈ ÈÚÏ ÓíÁ Çáİíáã íÇ ÏæÈ ÓÇÚÉ íÊÕæÑ áíí Çäí ÑÇÍ Çßæä æÇÌÏ ãÓÊÚÌá ÚÔÇä äÎáÕ ãä ãØÇáÚÊå
0,It didn't work for toast at all. He hummus only one side. I don't know if the product we purchased is defective or if they are all like this. We brought it back.,áã íäÌÍ ãä ÃÌá ÇáÎÈÒ ÇáãÍãÕ Úáì ÇáÅØáÇŞ. Çäå ÍãÕ ÌÇäÈ æÇÍÏ İŞØ. áÇ ÃÚÑİ ãÇ ÅĞÇ ßÇä ÇáãäÊÌ ÇáĞí ÇÔÊÑíäÇå ãÚíÈğÇ Ãæ ãÇ ÅĞÇ ßÇäæÇ ÌãíÚğÇ Úáì åĞÇ ÇáäÍæ. ÃÑÌÚäÇå .,İÇÔá ÈÔßá ßÈíÑ İí ÊÍãíÕ ÇáÎÈÒ . íÍãÕ ÈÓ ÌÇäÈ æÇÍÏ .ãÇÏÑí åá ÇáÌåÇÒ Çááí ÇÔÊÑíäÇå ÎÑÈÇä æÇáÇ ßáåã äİÓ ÇáØÉ . ÑÌÚäåÇ
0,"Snooze fest.: This was a waste of time. If I wanted to watch something that would put me in the mood to sleep; I would select this DVD. None of the characters were likeable or admirable. The story line was tragic, but I didn't really care about any of the characters enough to feel any empathy for their circumstance. Save your money.","ãåÑÌÇä ÇáÛİæÉ: ßÇä åĞÇ ãÖíÚÉ ááæŞÊ. ÅĞÇ ÃÑÏÊ ãÔÇåÏÉ ÔíÁ ãä ÔÃäå Ãä íÌÚáäí İí ãÒÇÌ ááäæã¡ İíäÈÛí Úáí ãÔÇåÏÉ åĞÇ Çáİíáã  . áã íßä Ãí ãä ÇáÔÎÕíÇÊ ãÍÈæÈÇ Ãæ ÑÇÆÚÇ. ßÇäÊ ŞÕÉ ÇáŞÕÉ ãÃÓÇæíÉ ¡  áã ÃåÊã ÍŞÇ ÈÃí ãä ÇáÔÎÕíÇÊ ÈãÇ íßİí ááÔÚæÑ ÈÃí ÊÚÇØİ ãÚ ÙÑæİåã. æİÑ äŞæÏß.",ãåÑÌÇä ÇáÛİæÉ: æÇÌÏ ÖíÚ æŞÊí. ÅĞÇ ÈÛíÊ ÃØÇáÚ Ôí íÌíÈ ÇáäæãÉ áÇÒã ÃØÇáÚ åÇáİíáã æáÇ æÍÏÉ ãä ÇáÔÎÕíÇÊ ßÇäÊ ÍáíæÉ ÇáŞÕÉ ßÇäÊ ãÇÓÇÉ ãÇ ÇåÊãíÊ ÈÇÍÏ ãä ÇáÔÎÕíÇÊ ÈÔßá íÎáíäí ÃÊÚÇØİ æíå ÙÑæİåã. æİÑæÇ ÈíÒÇÊßã.
0,"Same Product - Multiple Names, Different Prices: Please check the following product. The same product with different names and with multiple prices.","äİÓ ÇáãäÊÌ - ÃÓãÇÁ ãÊÚÏÏÉ ¡ ÃÓÚÇÑ ãÎÊáİÉ: íÑÌì ÇáÊÍŞŞ ãä ÇáãäÊÌ ÇáÊÇáí. äİÓ ÇáãäÊÌ ÈÃÓãÇÁ ãÎÊáİÉ æÈÃÓÚÇÑ ãÊÚÏÏÉ.",äİÓ ÇáãäÊÌ ÇÓãÇÁ æÇÌÏ ÃÓÚÇÑ ÛíÑ : áÇÒã íÊÍŞŞæä ãä ÇáãäÊÌ ÇáÌÇí äİÓ ÇáãäÊÌ ÈÇÓãÇÁ ÛíÑ æÈÇÓÚÇÑ ãÎÊáİÉ.
0,Dissatisfied: This was my parents' Christmas gift to replace the old one. Not of good quality. They said they felt like children. My parents will probably take it back and buy something else. I do not recommend this product.,ÛíÑ ÑÇÖò: ßÇäÊ åĞå åÏíÉ ÚíÏ ÇáãíáÇÏ áæÇáÏÇí áÊÍá ãÍá ÇáåÏíÉ ÇáŞÏíãÉ  . áã Êßä ĞÇÊ äæÚíÉ ÌíÏÉ. ŞÇáæÇ Åäåã ÔÚÑæÇ  æßÃäåÇ ááÃØİÇá. ãä ÇáãÍÊãá Ãä íÚíÏÇåÇ æÇáÏÇí æíÔÊÑíÇä ÔíÆğÇ ÂÎÑ. ÃäÇ áÇ ÃæÕí ÈåĞÇ ÇáãäÊÌ.,ãæ ÑÇÖí: ßÇäÊ åĞí åÏíÉ ÚíÏ ãíáÇÏ ÇáæÇáÏ æÇáæÇáÏÉ ãÍá ÇáåÏíÉ ÇáŞÏíãÉ.ãÇ ßÇäÊ äæÚíÊåÇ ÒíäÉ.ŞÇáæÇ Çäåã ÍÓæÇ ßÃäåÇ ÍŞ ÇØİÇá (ÌåÇá)ÇÍÊãÇá íÑÌÚæäåÇ æíÔÊÑæä Ôí ËÇäí Ãäí ãÇ ÇäÕÍ ÈåÇáãäÊÌ
0,Boxes came in a bag and were crushed. Hopefully it still works. The packaging was terrible and bland.,ÌÇÁÊ ÇáÕäÇÏíŞ İí ßíÓ æÊã ÓÍŞåÇ. äÃãá ÃäåÇ ãÇ ÒÇáÊ ÊÚãá . ßÇäÊ ÇáÊÚÈÆÉ æÇáÊÛáíİ ÑåíÈÉ æÛíÑ ãÊŞäÉ.,ÌÊ ÇáÕäÇÏíŞ İí íÓ æÊßÓÑÊ ÇÊãäì ÇäåÇ ááÍíä ÊÔÊÛá ãÇ ßÇäÊ ÇáÊÚÈÆÉ æÇáÊÛáíİ ãÖÈæØÉ
0,The binding is very bad.: Got this book for my oldest daughter about a week ago and she reports the binding is very bad. Pages are falling out!,ÇáÊÌáíÏ ÓíÁ ááÛÇíÉ: ÍÕáÊ Úáì åĞÇ ÇáßÊÇÈ áÇÈäÊí ÇáßÈÑì ãäĞ ÍæÇáí ÃÓÈæÚ æÊŞæá ÈÃä ÇáÊÌáíÏ ÓíÁ ááÛÇíÉ. ÇáÕİÍÇÊ ÊÊÓÇŞØ!,ÇáÊÌáíÏ æÇÌÏ ÓíÁ: ÍÕáÊ åÇáßÊÇÈ áÈäÊí ÇáßÈíÑÉ ãä ÇÓÈæÚ áßäåÇ ÊŞæá ÇáÊÌáíÏ æÇÌÏ ÓíÁ ÇáÕİÍÇÊ ÊØíÍ.
0,"Pregnancy to Childbirth: I bought this used book which was presented as ""brand new"". I was very disappointed when the book arrived as the cover broke and the pages fell. I love the content of this book, but I'm upset about the book's status. It was supposed to be in perfect condition, but it's not.","ãä ÇáÍãá Åáì ÇáæáÇÏÉ: ÇÔÊÑíÊ åĞÇ ÇáßÊÇÈ ÇáãÓÊÎÏã ÇáĞí Êã ÊŞÏíãå Úáì Ãäå İí ÍÇáÉ ""ÌÏíÏÉ"". ÔÚÑÊ ÈÎíÈÉ Ããá ßÈíÑÉ ÚäÏãÇ æÕá ÇáßÊÇÈ ÍíË ÇäßÓÑ ÇáÛáÇİ æÊÓÇŞØÊ ÇáÕİÍÇÊ. ÃäÇ ÃÍÈ ãÍÊæì åĞÇ ÇáßÊÇÈ ¡ áßääí ãäÒÚÌ ãä æÖÚ ÇáßÊÇÈ ¡ ßÇä ãä ÇáãİÊÑÖ Çä íßæä ÈÍÇáÉ ããÊÇÒÉ ¡ áßäå áíÓ ßĞáß.",ãä ÇáÍãá ááæáÇÏÉ: ÇÔÊÑíÊ åÇáßÊÇÈ ÇáãÓÊÎÏã Çááí ÚÑÖæå Úáì Ãäå ÌÏíÏ. áßä ÊÃÓİÊ æäÏãÊ íæã æÕá ÇáßÊÇÈ ÛáÇİå ãÔŞæŞ æÕİÍÇÊå ØÇíÍÉ. Çäí ÇÍÈ ãÍÊæì ÇáßÊÇÈ áßä ãäÒÚÌÉ ãä æÖÚ ÇáßÊÇÈ ßÇä ÇáãİÑæÖ Êßæä ÍÇáÊå ããÊÇÒÉ áßäå ØáÚ áÇ
0,"Not what I was thinking: I bought two copies of the same book. Announced as brand new; Obviously, it was not new but rather damaged. I am very disappointed. """,áíÓ ãÇ ßäÊ ÃİßÑ İíå: áŞÏ ÇÔÊÑíÊ äÓÎÊíä  ãä äİÓ ÇáßÊÇÈ . Êã ÇáÅÚáÇä Úäå ßÜÚáÇãÉ ÊÌÇÑíÉ ÌÏíÏÉ  º ãä ÇáæÇÖÍ Ãäå áã íßä ÌÏíÏ Èá ÊÚÑÖ ááÊáİ. ÃÔÚÑ ÈÎíÈÉ Ããá ßÈíÑÉ .,ãæ Çááí ßäÊ ÇİßÑ İíå: ÇÔÊÑíÊ äÓÎÊíä ãä äİÓ ÇáßÊÇÈ .ÇÚáäæÇ Úäå Úáì Çäå ÚáÇãÉ ÊÌÇÑíÉ ÌÏíÏÉ ÈÓ æÇÖÍ Çäå ãÇ ßÇä ÌÏíÏ ØáÚ ÊÇáİ æÇÌÏ ãÊÍÓİÉ
0,It's amazing how one person could create such a stunningly spoiled book. I think this is funny nonsense. Perhaps the author and his uneducated wife spent an amazing weekend creating this trash.,Åäå áÃãÑ ãÏåÔ  Ãä íÊãßä ÔÎÕ æÇÍÏ ãä ÅäÔÇÁ ãËá åĞÇ ÇáßÊÇÈ ÇáİÇÓÏ ÈÔßá ãĞåá. ÃÚÊŞÏ Ãä åĞÇ åÑÇÁ ãÖÍß . ÑÈãÇ íßæä ÇáãÄáİ æÒÌÊå   ÛíÑ ÇáãÊÚáãÉ  ŞÏ ÃãÖæÇÈÔßá ãĞåá ÚØáÉ äåÇíÉ ÃÓÈæÚ ßÇãáÉ İí ÇÈÊßÇÑ åĞå ÇáŞãÇãÉ .,Ôí ÛÑíÈ Çä æÇÍÏ íŞÏÑ íÓæí äİÓ åÇáßÊÇÈ ÇáÓíÁ ÈÔßá Íáíæ . íÊåíÃ áí åÑÇÑ íÖÍøß. ÇáÙÇåÑ ÇáãÄáİ æÒæÌÊå Çááí ãæ ãÊÚáãÉ ŞÖæÇ ÚØáÊåã ÇáÇÓÈæÚíÉ ßáåÇ İí ÇÎÊÑÇÚ åÇáÒÈÇáÉ.
